site,plot,_TYPE_,_FREQ_,aspect,SlopeDeg,PlotYOD,avgdbh,avgheight,avgscorch,OL,Litter,Ashdepth,PCntcover,PercentGravimetricSoilmoisture,DOC_fum,TDN_fum,DOC,TDN,MicrobialBiomassC,MicrobialBiomassTDN,MONTH,EFFLUX,RHcmbr,Tsoil_C,Tair,Status,BB,BURN,YOD,SampleDate,SAMPLEIDPLOT,GalleryNumber,pH,BG_4C,CB_4C,NAG_4C,PHOS_4C,XYL_4C,AG_4C,LAP_4C,BG_15C,CB_15C,NAG_15C,PHOS_15C,XYL_15C,AG_15C,LAP_15C,BG_25C,CB_25C,NAG_25C,PHOS_25C,XYL_25C,AG_25C,LAP_25C,BG_35C,CB_35C,NAG_35C,PHOS_35C,XYL_35C,AG_35C,LAP_35C,plot1,merger
FEF,118,7,15,,,,,,,,,,,,,,,,,,7,4.1204348613,20.295414763,11.742057546,34.563687641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,118
FEF,118,7,12,,,,,,,,,,,,,,,,,,8,6.0422434424,86.9300502,12.077407074,23.29987844,UBN,NO,UNBUR,0,08/26/2013,FEF118,74,5.04,70.5290595,33.94717465,44.97719832,142.7685255,13.7049245,9.216916731,7.37816669,182.2101235,55.84563097,116.0448319,481.2772416,37.81278539,101.5557545,20.0405937,779.4401204,215.8464093,438.1617891,1747.830843,125.9513284,106.0344541,35.89402838,972.6876297,317.0456621,551.5623703,2043.533624,197.1855542,152.3277293,54.33378122,118,118
FEF,118,,,,,,,,,,,,,,,,,,,,9,,,,,UBN,NO,UNBUR,0,09/22/2012,Plot118,148,4.47,16.14222724,3.954390896,20.78392992,43.37295109,1.444998441,1.660474,0.636651215,106.3718307,31.92270983,128.7947469,283.7816082,34.14820527,32.72052895,1.412625172,403.8202351,126.347144,450.1777249,920.4710997,85.36443559,79.98965417,4.259431211,469.9972314,182.1105013,557.6733534,1088.433019,139.4481737,140.4559452,4.920973651,118,118
HP1,1,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,108,7.53,8.590406685,1.374169614,22.75191593,18.0707652,0.819052395,1.287328672,1.7416073,11.33153812,1.234496233,26.72336601,22.02911939,2.208959136,3.657688634,16.95938705,47.86232171,13.5071058,127.1619801,68.76088048,11.36227945,13.54244067,59.76672016,58.92021375,13.34456542,136.3168861,94.56262859,7.650296262,16.224956,61.43537015,1,1
HP1,2,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,109,7.42,7.979558874,1.311678395,20.14078935,6.13634619,0.741306536,0.945943768,6.689033421,20.54687463,3.743427491,42.64268186,11.23230649,4.520145685,5.863589858,18.15286736,66.5316753,11.16854982,119.3222722,49.85186995,10.35894128,9.913656584,52.89632842,76.70981096,9.620173488,132.1035432,40.53709964,10.62206406,9.680894128,65.16379201,2,2
HP1,3,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,110,6.29,14.62410976,2.083480858,16.72423062,14.50878989,0.862733355,1.968008135,4.009095143,35.86781652,8.662250906,33.98646915,28.52849437,9.103826993,10.48007246,9.448590144,134.3746414,25.28759058,137.737636,93.93601014,24.31612319,28.20199275,40.03225981,216.2166976,35.16630193,212.0267371,131.3975643,35.73822464,21.16621377,58.12654421,3,3
HP1,4,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,111,7.46,10.48515539,1.500955902,19.76912721,15.59841595,1.308697008,2.376826509,8.663252026,14.72480818,4.304167131,26.77153981,21.44581008,2.887236681,5.402617867,21.17079726,63.00798143,17.77248663,109.5339245,91.3183184,14.76214333,17.49660611,49.03829722,78.25130118,15.07859452,119.3709959,85.96268176,12.34309631,7.22232896,63.38400327,4,4
HP1,5,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,112,7.7,7.637979761,0.712109042,2.631614943,15.95057474,0.881285235,0.602765154,1.019706042,21.27320776,3.756254984,6.141068027,28.84121296,2.328933524,3.236030813,9.37124532,84.03461647,12.75805201,25.45121168,105.0262284,11.11442274,9.780912192,38.34166085,80.24452582,7.882985557,18.1138025,106.7176006,9.200990165,12.09749911,19.59826875,5,5
HP1,6,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,149,6.34,6.904268364,1.505626308,11.12275769,5.59051344,0.974294567,0.805519559,0.931479493,26.82888893,2.711221024,32.85228764,17.15943686,2.010607404,0.940069794,2.09433652,83.43538838,3.468823911,72.76401271,54.05353404,5.867724943,3.087690102,7.993229339,103.9481438,9.791161212,94.69961825,65.57861976,9.073732865,5.374492955,9.79377657,6,6
HP1,7,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,113,7.12,5.649374026,1.77462915,3.049582224,13.52273253,0.757822773,0.294722839,0.828400496,9.65209289,1.44796445,5.365395642,25.62269592,3.671588303,2.146358945,1.47299842,35.7184633,4.411123853,18.05791284,70.02008057,9.86983945,5.952408257,4.911621412,48.08084862,6.75516055,20.30561927,87.71661377,11.6037844,14.81479358,6.558048124,7,7
HP1,8,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,150,7.46,6.81258943,0.672179158,1.000134359,14.61390075,0.525258668,1.118960784,3.460072741,15.98064382,0.607588157,3.942678227,23.32295486,2.198474707,3.093124552,10.05830726,67.9982591,9.521256426,12.02045713,86.23096202,7.417738254,11.70332922,40.74712335,71.87965839,6.480901668,9.855840921,87.07041951,4.684195542,10.63221761,39.22362902,8,8
HP1,9,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,151,7.32,2.920721817,0.494723712,1.303671151,7.795298166,0.504047679,0.964465206,3.190262205,7.248808386,3.260932251,3.574962253,10.156963,2.31680969,2.467218882,7.877289324,34.66200147,12.18192499,14.8161184,47.92693934,9.356671253,13.55186817,34.39899331,31.07657155,8.185918626,13.85268655,39.51518615,0.884530648,13.85675166,34.6907556,9,9
HP1,10,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,114,6.53,14.39310863,2.479863682,13.59512343,11.01308686,2.479863682,2.877769108,0.737079876,41.18314298,5.633612168,23.63541685,19.14201115,6.337972807,5.94760426,1.440093213,171.718841,16.39139132,83.50742592,68.67527977,18.80090114,17.27248073,5.133012541,181.799699,11.77385482,95.37001699,72.16059968,15.30414429,14.18395628,6.61094136,10,10
HP1,11,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,115,7.41,1.803197985,0.386482526,1.418801887,1.719740864,0.616297947,0.564085857,1.753535228,5.642229826,3.522117445,4.205330022,5.082347886,2.772345476,2.766472589,7.259038009,20.78356151,11.01890726,16.11657359,24.65966725,14.55830078,5.052053575,19.17200163,19.67162815,6.586834836,18.53620323,21.03413804,10.80748331,11.37195819,23.11792222,11,11
HP1,12,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,116,7.6,6.840685126,0.838260636,1.2644308,12.15809904,1.063110563,1.846815366,6.323394606,13.98483272,4.12664131,4.367932438,20.43732828,2.878361872,4.484824585,17.21134798,62.00565967,16.50656524,17.94358796,86.10647787,15.26257542,21.90290728,59.56172878,74.65777919,13.31508791,16.47224828,75.62001426,14.23306661,23.03107735,61.0592922,12,12
HP1,17,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,117,7,21.60189069,3.17217368,24.09685469,10.59920157,1.533676539,3.795063737,2.219167956,40.55154816,3.824220863,41.40425851,16.28637748,4.823916644,6.138901095,4.493284489,132.7320739,5.13536033,100.4403036,54.72761386,13.42053137,12.98989319,15.02471469,173.2543529,0.808984586,151.7512222,68.25975641,17.57311385,5.638284208,18.68730845,17,17
HP1,18,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,118,4.11,29.95507316,18.58626944,17.74288638,28.38075811,1.797323896,1.881662203,0.808356105,95.53048606,17.71563851,36.05362759,69.88591851,13.70252471,46.02187631,1.468828518,388.1712652,208.5594958,93.45150862,316.496569,180.043757,142.5471822,38.27506448,325.2510807,154.8009648,131.3962401,606.5979292,138.9935853,119.1424575,67.8026283,18,18
HP1,19,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,119,5.35,6.525431496,3.032619896,4.768071538,10.92430847,3.439488631,0.780693648,0.819544844,85.20967176,14.30610409,66.82937292,151.9022731,11.95243684,0.860552446,1.134767518,352.9025364,54.26535896,226.1183079,647.6701773,27.48373261,19.39703857,4.32173144,477.8658066,173.3105143,320.352905,800.1754432,102.9759961,30.13766017,7.137684144,19,19
HP1,20,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,152,4.21,27.76087262,28.84452779,98.98923467,125.5534305,34.30673566,31.46580181,1.276718122,14.39478199,,104.7378127,214.5768942,22.52524818,25.61041816,1.942263662,135.3096497,66.53277341,494.2100071,884.6253753,112.5076126,156.0724803,10.15551203,81.07177193,6.116100279,437.8460718,866.6366053,52.04482066,107.343,1.064176367,20,20
HP1,21,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,120,5.78,41.36354342,14.43489114,30.15672289,66.43822786,9.112804351,5.446375414,1.948564627,71.40902427,22.33930591,44.02682563,87.12906608,10.80574846,4.263395919,3.252502549,159.7393631,25.24319906,117.3191201,306.6416193,41.06781712,6.018760728,11.73855634,243.2840539,51.84736247,131.3000684,371.022181,24.7662037,21.33341907,13.50700858,21,21
HP1,22,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,153,4.71,33.53342883,19.56803826,29.44272619,57.64175014,6.633705935,5.946333769,1.128820837,56.19703351,15.62661232,29.76870471,113.2822237,0.794639687,13.86745111,1.329800197,339.1464493,78.69735698,152.8395714,394.2113406,90.8120979,55.43705443,3.470573455,274.2149819,132.2302536,212.1025362,391.2043841,40.82083845,16.99771592,2.306609517,22,22
HP1,23,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,121,5.53,15.96312066,6.794560847,23.05509275,77.46331015,6.539541302,1.986672651,1.403084499,16.30880027,8.771467888,23.78270172,53.13509165,6.361858997,4.85585344,2.1831355,40.82133088,12.24169082,53.88386202,159.6049142,13.39939153,4.505099887,7.528337734,59.46587363,17.79338421,84.00424684,193.4341524,25.80179024,24.66785664,10.71116719,23,23
HP1,25,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,154,5.28,36.56300544,7.522620247,35.5734812,117.7470156,7.640932928,1.746013123,1.119903913,48.63330878,8.104494562,77.80282176,193.6053904,17.27508746,1.018030987,2.510146139,209.9735776,49.99889523,300.5463082,792.7271221,77.21846805,18.90425701,10.0210708,317.1009022,61.30058921,395.2576874,870.7247284,78.65107715,15.27862448,14.55476598,25,25
HP1,26,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,122,6.23,17.48154725,4.234074935,10.34678892,49.29645495,1.780726879,0.802221923,3.851402309,36.48438039,5.473645927,14.48791691,116.054435,5.212693039,3.621516898,7.706207134,148.2452271,19.67966652,37.5486199,478.6500575,25.40790063,9.445221576,30.13839842,209.2345888,26.83359445,64.72826337,601.9474698,28.41204118,15.24983214,40.47849592,26,26
HP1,27,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,123,5.05,16.22582908,7.096970952,8.210405147,28.42802604,5.508211049,4.111534823,1.149891961,116.9850115,52.77549721,60.32640757,227.7852493,32.90749904,11.00450375,1.952026873,495.3589547,200.1772675,217.3140853,772.1185626,103.3542467,102.0689854,7.65457691,689.6476268,264.2261241,332.344975,1124.494379,156.6925922,144.2683993,8.979788248,27,27
HP1,28,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,124,6.54,25.69832348,6.014831338,7.955721445,39.02871571,5.007550897,2.023214695,1.988505991,79.17070835,9.409592497,15.14206139,88.11872842,10.55492901,6.623730137,3.267400216,326.5702956,47.53598403,66.93779672,371.7967738,28.47091188,17.04452723,13.42969525,362.8154402,50.32136672,75.51936772,436.878129,43.02346096,20.39804142,16.62325123,28,28
HP1,29,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,125,5.69,27.44000897,11.0239998,10.83105433,41.99174772,3.115842909,1.211419189,2.217256716,76.40697878,22.12530806,34.2727001,102.8800256,14.15954443,14.28674226,4.234095322,280.3028178,19.29156322,70.57507862,317.6481093,14.09543611,17.71013323,12.65839568,263.1438424,63.9481339,117.4387368,386.5893291,28.25299983,55.21261586,17.75015498,29,29
HP1,30,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,09/11/2012,HighPark,155,6.02,18.49791483,1.780425404,5.748150727,31.63403542,1.17380188,1.271721425,1.971604109,34.74168223,9.363055922,17.30375241,52.46049146,27.90695001,27.18134488,7.838132777,94.21327684,11.08616688,30.36135235,145.7546479,14.17533397,40.60484256,35.8153484,120.3350616,13.08359543,47.49366889,184.7968854,18.52658822,53.34532319,38.25412027,30,30
LSP,17,7,12,190,15,2009,15.7375,8.75,0,4,4,0,7.625,26.44836272,677.9921705,51.02237617,248.0349528,43.52038465,429.9572177,7.501991518,8,1.6737568676,34.431428592,14.378638982,28.535805702,UBB,YES,UNBUR,2009,08/13/2013,LSP017,156,4.09,39.93463799,16.81152215,18.944574,66.62210433,7.945808263,4.506522704,0.808217186,97.41922515,30.83223684,38.38230994,150.7021199,15.99817251,7.194122517,1.356288092,626.8888889,149.005848,155.9239766,1170.627193,11.5452971,34.40749172,18.78336366,826.4502924,304.9298246,240.1388889,1402.118421,42.04093567,10.23173938,27.28793001,17,17
LSP,18,7,12,200,12.6,2009,28.83333333,16.86666667,0,3.5,3.5,0,23.75,12.80353201,1171.73845,71.47681885,866.5208377,62.92200138,305.2176128,8.554817467,8,3.1701235177,42.63916111,14.31879401,26.24333318,UBB,YES,UNBUR,2009,08/13/2013,LSP018,157,4.42,47.5680284,19.64635708,29.86755121,63.81255819,3.586592179,2.522346369,0.258792616,98.8358222,30.7062505,66.36420236,172.7007915,12.28345815,1.499850978,0.747208699,330.5738491,123.1726019,215.5182968,626.9606593,48.11657475,39.64131717,1.438836738,456.5208634,167.2019169,283.7637352,756.3836722,93.85834737,49.46770277,2.730645473,18,18
LSP,19,7,12,230,16.7,0,19.275,11.525,0,1.75,4.75,0,3.5,13.75545852,362.3939617,33.16359672,128.5416341,11.17964678,233.8523276,21.98394994,8,1.3699446568,34.256037235,14.352676628,32.503881296,UBN,NO,UNBUR,0,08/13/2013,LSP019,158,4.42,35.38334093,13.478582,10.67973816,47.91958495,5.281131445,3.220058163,0.343099538,78.31326416,19.01649833,24.44700695,97.89600737,15.09446433,6.796988482,0.793491195,243.2598344,88.27974164,74.3106774,329.3800216,46.26246406,20.11838024,3.531574774,426.2853968,126.6955383,122.827281,484.842809,68.00473786,36.52512672,2.649753599,19,19
LSP,20,7,12,219,13.7,2010,30.73333333,11.8,0,5.75,5,0,56.25,8.704883227,586.2199053,41.7806705,90.55827553,19.38888662,495.6616298,22.39178388,8,5.923282981,39.020106475,16.70347309,30.760389169,UBB,YES,UNBUR,2010,08/13/2013,LSP020,159,4.41,33.72863642,13.82225325,15.44024588,46.81915517,6.070546404,3.832417229,0.445690618,72.58568148,22.53631903,38.07236986,101.7600571,17.95647343,11.60541682,0.773577791,270.4039506,102.5943592,157.5525064,347.3251143,84.57861296,53.16138232,2.363580962,358.8632888,166.6615916,184.1712776,456.2292882,101.9870869,64.2349894,2.702848555,20,20
LSP,21,7,12,165,14,0,33.45,15.7,0,4,4.25,0,5.5,27.2264631,1535.873319,66.4082136,220.9357222,24.30991886,1314.937597,42.09829474,8,2.1566706399,32.872381369,14.822271348,29.162783144,UBN,NO,UNBUR,0,08/13/2013,LSP021,160,4.15,47.40156102,18.17678656,14.20426757,71.00299739,10.79709758,6.116007835,0.502692552,101.7535682,25.99841358,21.27215616,159.5827036,18.70647356,36.53121583,0.540025647,410.3981666,63.18484043,114.2643803,548.9450269,91.17323688,43.35638298,17.45606024,450.4958411,67.66899016,211.2121798,1177.529268,147.0046081,146.9841726,31.22213776,21,21
LSP,22,7,12,245,13.3,0,20.2,13.5,0,2.5,3.25,0,13.75,9.227467811,639.4294672,30.33151685,116.7852591,10.61777033,522.6442081,19.71374652,8,2.0621869466,38.046209971,13.960539343,26.832342148,UBN,NO,UNBUR,0,08/13/2013,LSP022,161,4.64,16.39110694,10.38678606,7.814002363,27.46103031,1.761007203,1.072613727,0.319044274,79.09128452,30.65908531,36.52866124,124.9657914,16.49340483,10.28702849,0.731935705,450.283284,175.3641519,190.8414694,612.4016272,142.5732249,151.492357,3.874579847,634.1848976,175.1487715,262.7721765,695.0347633,83.4183925,73.51351578,1.909512942,22,22
LSP,23,7,12,271,16.6,2008,20.5,10.7,0,3.25,4.75,0,5,18.76484561,1086.712826,62.61280665,344.3292032,31.10795887,742.383623,31.50484777,8,2.8910019597,61.208531379,14.375757455,23.272476514,UBB,YES,UNBUR,2008,08/13/2013,LSP023,162,4.53,47.74854471,17.36301537,16.54745285,66.56085351,7.242272855,3.63826324,0.483890228,137.2857587,41.29912935,67.43594527,208.5003109,24.92226368,28.80970149,1.088745116,576.1069652,211.6803483,254.6902985,789.6679104,121.028607,130.6231343,4.638105957,822.9179104,281.3233831,327.1455224,952.6094527,173.7985075,147.9925373,5.682010832,23,23
LSP,24,7,12,251,18.3,2009,15.8,8.725,0,3.75,4.75,0,2,20.657277,699.9171396,48.73475402,93.36264897,14.95980214,606.5544906,33.77495189,8,2.4449099402,60.749657313,14.067712783,24.319570382,UBB,YES,UNBUR,2009,08/13/2013,LSP024,163,4.68,130.9606994,84.48761676,52.19134095,106.4901016,18.97231441,14.140456,0.715084664,174.6311026,55.20239994,59.17221336,221.892776,19.85016676,7.204096503,1.184702645,903.2832077,248.5565062,311.2377707,1015.106584,127.2055781,84.41516821,5.584194506,923.1740623,309.0648202,288.0039153,1021.123985,128.5756394,64.36781508,6.102566634,24,24
LSP,25,7,12,215,16.2,0,18.63333333,10.7,0,2.875,3.5,0,0.5,9.150326797,613.6157027,81.41426641,137.6511408,33.98503365,475.9645619,47.42923276,8,1.7015296521,62.455993969,14.253873348,22.647129695,UBN,NO,UNBUR,0,08/13/2013,LSP025,95,4.38,22.99919619,8.642107175,8.115613079,26.56653118,2.476051317,1.936057372,0.521188396,192.2012519,45.57767451,73.30747344,234.8531866,13.19603566,8.731757161,0.87547664,1011.322792,298.0327986,380.0397918,937.0039542,271.9784934,209.4054491,4.748651324,481.0239721,180.3683694,211.2336786,1102.770865,119.2389985,27.79127433,9.004627657,25,25
LSP,26,7,12,278,18.4,0,23.4,13.83333333,0,5.125,4.125,0,5,10.86474501,1303.150039,76.3609619,284.3261723,25.98216642,1018.823867,50.37879548,8,3.2716170053,61.162691752,14.284914968,21.951401393,UBN,NO,UNBUR,0,08/13/2013,LSP026,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26
LSP,26,7,12,278,18.4,0,23.4,13.83333333,0,5.125,4.125,0,5,10.86474501,1303.150039,76.3609619,284.3261723,25.98216642,1018.823867,50.37879548,8,3.2716170053,61.162691752,14.284914968,21.951401393,UBN,NO,UNBUR,0,08/13/2013,LSP026,164,4.51,20.21080198,5.07587848,8.033830912,41.44223802,1.840994274,2.334655264,0.347928024,151.8092622,43.45298105,81.54660361,359.9042441,34.59058299,26.70745544,0.927142316,490.1162966,199.2729573,343.6174294,1164.050257,126.0235236,32.6425463,3.807002239,819.934602,306.4051503,451.1413306,1455.481158,226.4966772,144.4338091,4.887625099,26,26
LSP,27,7,12,290,21,2008,20.2,11.43333333,96.66666667,0.55,0.1,0.425,8.75,10.88888889,553.6645473,96.06327471,314.4461588,98.56461114,239.2183885,-2.501336436,8,1.2770664494,29.064003149,17.680144788,29.209267138,LLB,YES,LIGHT,2008,08/13/2013,LSP027,97,5.5,2.247369681,0.084537014,1.603339541,3.404213841,0.100399346,5.554157704,3.208404902,19.46665104,3.924000362,15.04109498,26.01128443,19.09184825,1.150979578,7.013327293,68.06406957,3.09990704,30.00717057,96.66440579,5.293256813,122.4181347,14.99942452,65.93057675,11.87330613,61.14463339,110.2149683,11.18396763,21.84106896,20.67083907,27,27
LSP,28,7,12,320,20.2,0,18.2,12.66666667,116.6666667,0.2,0.325,0.875,1,2.240325866,439.0766194,30.7575528,92.34235951,34.83978609,346.7342599,-4.08223329,8,2.8193821709,23.21119054,17.718995573,27.940702122,LBN,NO,LIGHT,0,08/13/2013,LSP028,98,6.44,20.42415391,3.478288876,9.303770678,9.772571148,4.295964114,4.851983275,1.861819034,32.03325649,6.912241888,16.70120389,20.05443135,6.736080383,10.51096976,2.565989558,116.6181694,25.83702065,63.05088798,77.81352459,61.4719764,25.33370206,9.877759223,133.8693648,56.3022541,113.0329577,56.34443306,67.26878415,70.39002732,5.742311474,28,28
LSP,29,7,12,303,23.1,0,15.45,9.95,110,0.425,0.75,0.625,110,1.008064516,122.1075091,31.02656463,147.5698342,69.79004725,-25.46232516,-38.76348261,8,1.9281784593,25.989355565,17.166882515,27.051221848,LBN,NO,LIGHT,0,08/13/2013,LSP029,99,5.84,34.2022838,8.407221154,23.14725695,49.21377513,4.24716501,5.835179917,2.162732788,35.08207409,10.88792428,22.11739556,40.04787043,14.35833877,15.26121084,8.112795017,113.1292755,31.78211426,66.74422324,115.1607376,27.80831514,62.08233261,34.50712413,128.195953,23.66894105,89.82389034,119.2800914,34.84525109,64.7691906,38.00773638,29,29
LSP,30,7,12,302,20.4,2009,17.56666667,12.6,178.3333333,1.5,0.75,0.5,1.75,21.65450122,680.2533709,59.35865445,266.6140812,71.33210799,413.6392897,-11.97345354,8,2.6000621815,32.53764534,16.91599779,28.880002658,LLB,YES,LIGHT,2009,08/13/2013,LSP030,100,6.08,10.66600453,0.429509811,6.410479103,28.11177957,9.353983842,4.816578975,7.071613507,82.13644579,14.28982514,42.99525239,174.3331875,14.7706057,15.44935472,18.72482648,345.5145086,64.85178945,210.5565788,538.2792299,72.54427833,67.90616004,117.6464064,404.4525484,75.93802342,232.502797,654.2321873,94.26424692,86.68488288,113.1294179,30,30
LSP,31,7,12,305,20.7,0,11.5,8.525,140,0.15,0.1,1.25,1.75,1.83299389,262.4019661,46.03757163,137.5965433,70.85348499,124.8054227,-24.81591336,8,1.8539076844,36.606288114,18.000226495,26.382676284,LBN,NO,LIGHT,0,08/13/2013,LSP031,101,7.03,10.86198989,2.442640837,6.653626379,7.688018531,2.227634103,2.682556887,4.751643309,12.42555423,2.789671412,8.978142914,10.73217326,4.244307064,3.962157907,10.26415752,54.85093912,10.53168752,33.03217372,39.74239364,16.8267487,58.20862501,25.212611,76.47979265,23.14688981,46.03058715,51.20041068,25.30376337,26.95903842,39.69061457,31,31
LSP,32,7,12,300,20.8,2009,17.45,10.9,265,0.55,0.5,0.3,27.5,10.17316017,621.4620139,89.24799007,590.9173782,125.0740657,30.54463565,-35.82607559,8,1.211275975,77.710380873,16.44892025,22.3576231,LLB,YES,LIGHT,2009,08/13/2013,LSP032,102,5.91,13.23602641,2.333024557,2.713309189,6.665553045,0.5734536,0.05282583,3.848500652,132.6287604,8.741018615,20.47806873,87.678991,74.1737209,63.47526899,14.47832703,592.0209706,78.65799297,180.6797321,205.9004172,80.61056214,78.00713658,57.13056585,727.3990997,120.1500878,187.5137242,279.7726175,123.729798,117.3839482,65.06472592,32,32
LSP,33,7,12,300,20.6,2008,33.6,17.36666667,175,1.375,0.4,0.425,17.5,23.71638142,530.9390707,57.48674209,362.2262796,80.12556309,168.7127911,-22.638821,8,3.0944489438,57.210959116,16.520106795,23.509885947,LLB,YES,LIGHT,2008,08/13/2013,LSP033,103,4.87,13.99080963,2.609804617,6.508060303,20.96013016,0.442260359,7.37834576,0.569984771,2.801821754,14.91845594,8.171693721,13.54156569,12.085996,14.74142719,1.220725719,58.22683344,205.2056358,213.8282778,65.67448089,193.0928767,169.2779605,5.848692087,148.1714988,4.446225425,21.77632814,146.4528109,129.2185846,13.41031141,8.230224068,33,33
LSP,34,7,12,290,20.2,0,17.56666667,11.26666667,118,0.175,0.55,0.2,5.5,1.19047619,255.6649223,51.7064138,167.5372273,65.49364163,88.12769501,-13.78722783,8,1.7086869875,59.516638757,17.09758234,22.544378122,LBN,NO,LIGHT,0,08/13/2013,LSP034,104,6.76,10.09931902,1.424159722,5.404213583,6.651835681,2.593354714,2.529962024,3.014351617,41.3787469,3.018171495,11.74572546,14.52255045,3.749903481,4.878507054,3.601284017,106.05143,14.67715576,29.9815163,49.60868614,13.80899917,12.86642915,10.82303565,115.7645082,14.55313339,60.13506035,41.33630375,17.65369266,19.41481032,25.56170415,34,34
LSP,35,7,12,290,20.5,0,20.125,14.1,63,0.75,0.1,0.75,1.25,3.719008264,306.4039171,25.38366433,72.09829044,20.41322288,234.3056267,4.970441454,8,2.4340997537,28.626846314,17.84957266,27.553085009,LBN,NO,LIGHT,0,08/13/2013,LSP035,105,6.4,25.12196411,4.912045231,12.13337635,24.00872665,4.963538594,4.801702311,2.774685837,64.47309839,6.578776284,27.60770379,43.90832684,14.43727285,10.33968929,4.875095316,244.4739097,23.56574804,93.27972482,166.2781672,29.22008621,22.89137743,16.74417792,297.9827108,41.35875715,114.2426575,211.6364226,52.2524362,40.99563452,21.97837629,35,35
LSP,36,7,12,307,20.4,2008,15.03333333,13.36666667,214,1.625,0.425,0.65,2.25,10.59322034,827.2106735,75.98835966,372.8874661,106.0986958,454.3232075,-30.11033611,8,3.2459479175,28.104755879,17.673759938,29.142448108,LLB,YES,LIGHT,2008,08/13/2013,LSP036,106,6.22,54.04436866,9.766277844,66.31818406,31.69542474,2.653097588,101.3034735,6.482527817,58.74858079,17.4961126,60.34889206,43.6463841,13.77390714,4.171054551,13.58435297,264.8193835,64.19962154,224.6100812,161.8304629,57.988043,123.967036,67.23487627,373.2612165,110.5730858,350.2641509,227.5024956,75.05802984,84.20943945,84.35428002,36,36
NWT,1,7,12,,,,,,,,,,,,,,,,,,7,7.5090118928,62.764990987,10.604389383,27.638909817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
NWT,1,7,12,,,,,,,,,,,,,,,,,,9,7.6369558194,69.045232511,10.889198495,25.983891168,UBB,YES,UNBUR,2003,09/05/2013,NWT1,33,4.57,86.1899715,40.54340012,32.54282438,157.3453926,15.48348053,10.57731585,6.366013111,70.13209862,4.960364698,3.248851295,201.9840062,8.607852279,12.08699428,4.635325409,265.3759056,188.4115002,121.2977287,720.5566721,91.89336732,78.08902971,13.81161484,287.5109321,8.618420081,36.67601686,873.5780136,95.26027894,10.63856705,18.02840256,1,1
NWT,2,7,12,,,,,,,,,,,,,,,,,,7,6.7960411899,57.464394043,9.6447771068,27.218364238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
NWT,2,7,12,,,,,,,,,,,,,,,,,,9,7.8994563697,75.757087433,10.479596328,22.500043074,UBN,NO,UNBUR,0,09/05/2013,NWT2,34,4.27,67.1654123,31.12978567,41.37200044,125.2611938,16.7543221,12.26956534,3.018213232,124.7645169,33.5952657,69.09405797,376.3047826,17.26582126,55.95811585,3.387718173,351.6722951,13.55552581,200.8640257,1156.992015,1.270082382,98.83391304,28.46008272,493.545314,96.96115942,257.1651208,1329.980386,71.90318841,241.6374539,38.4187837,2,2
NWT,3,7,12,,,,,,,,,,,,,,,,,,7,5.1709119292,62.222216799,9.7222094218,27.528833388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
