site,plot,Status,BB,BURN,YOD,SampleDate,SAMPLEIDPLOT,GalleryNumber,pH,BG_4C,CB_4C,NAG_4C,PHOS_4C,XYL_4C,AG_4C,LAP_4C,BG_15C,CB_15C,NAG_15C,PHOS_15C,XYL_15C,AG_15C,LAP_15C,BG_25C,CB_25C,NAG_25C,PHOS_25C,XYL_25C,AG_25C,LAP_25C,BG_35C,CB_35C,NAG_35C,PHOS_35C,XYL_35C,AG_35C,LAP_35C,year,YSD,Carbs,Cellu,BURNIND,month,efflux,Tsoil_C,RHcmbr,MicrobialBiomassC,MicrobialBiomassTDN,PCntcover,PercentGravimetricSoilmoisture,SlopeDeg,aspect,avgdbh,avgheight,avgscorch,UNH_SampleID,UNH_ShortName,day,Aromatic,Lignin,Lipid,Polysaccharide,NBearing,Protein,Phenol,Unknown
LSP,35,LBN,NO,LIGHT,0,08/13/2013,LSP035,105,6.4,22.83814919,4.465495665,11.03034214,21.82611513,4.512307813,4.365183919,2.52244167,58.61190763,5.980705712,25.09791254,39.91666077,13.1247935,9.399717535,4.431904833,382.7263877,35.60128157,102.4587581,161.6048924,40.12852481,29.94222752,19.50461615,377.5765402,33.97517549,101.8765136,183.7543375,49.5119462,36.56752989,22.66283035,2013,0,68.011625165,19.105499212,YES,8,2.4340997537,17.84957266,28.626846314,234.3056267,4.970441454,1.25,3.719008264,20.5,290,20.125,14.1,63,37550,0813LSP-,13,0.12407733,0.370229762,0.064708053,0.14418431,0.028289781,0.064157484,0.021738757,0.182614525
LSP,36,LLB,YES,LIGHT,2008,08/13/2013,LSP036,106,6.22,49.13124423,8.878434403,60.28925824,28.81402249,2.411906898,92.09406685,5.893207107,53.40780072,15.90555691,54.86262914,39.678531,12.52173376,3.791867773,12.34941179,255.7231042,42.4859889,226.6911948,157.4413618,31.24622662,112.6973054,82.68640213,414.1246696,93.05908646,333.9875273,201.2210769,87.43656115,63.9300005,113.550323,2013,5,57.199668493,28.42729067,YES,8,3.2459479175,17.673759938,28.104755879,454.3232075,-30.11033611,2.25,10.59322034,20.4,307,15.03333333,13.36666667,214,37551,0813LSP-,13,0.125365839,0.237701801,0.136027041,0.142350731,0.029976844,0.082903609,0.027007874,0.218666261
NWT,1,UBB,YES,UNBUR,2003,09/05/2013,NWT1,33,4.57,53.5834338,24.52042513,22.95476997,80.13968312,4.628904628,4.594682657,2.823066195,63.75645329,4.509422453,2.953501177,183.6218238,7.825320254,10.98817662,4.21393219,182.2721165,153.1169649,102.4092355,656.8893938,76.64726024,45.19724494,13.41243604,163.3896619,7.834927346,33.34183351,705.0082259,126.3172687,58.09489897,15.94383664,2013,10,74.74462991,12.334742707,NO,9,7.6369558194,10.889198495,69.045232511,,,,,,,,,,37833,0905NWT-,5,0.116375203,0.308329184,0.063061306,0.200893812,0.031652987,0.034133897,0.01703444,0.228519171
NWT,2,UBN,NO,UNBUR,0,09/05/2013,NWT2,34,4.27,61.05946573,28.29980515,37.61090949,113.8738126,15.23120191,11.15415031,2.743830211,113.4222881,30.54115064,62.81277997,342.0952569,15.69620114,50.87101441,3.079743793,515.3789196,126.06917,247.03083,1892.428327,109.8953887,89.84901186,20.9086291,525.1788566,88.14650856,211.1882545,805.9721227,64.12572241,393.8922292,24.42513362,2013,0,164.29330251,46.23735178,NO,9,7.8994563697,10.479596328,75.757087433,,,,,,,,,,37834,0905NWT-,5,0.045608616,0.400465618,0.037314975,0.18119918,0.034030858,0.050219202,0.001095655,0.250065896
NWT,3,UBB,YES,UNBUR,2003.0833333,09/05/2013,NWT3,35,4.41,53.5834338,24.52042513,22.95476997,80.13968312,4.628904628,4.594682657,2.823066195,227.4977028,108.7683723,107.6427624,352.5754732,29.07519246,16.78353252,2.575800615,810.3757149,339.7462771,475.124067,1568.406435,177.4227648,99.0803169,11.75026138,1100.50296,400.7643391,503.5599614,1701.548262,142.5527393,76.24456419,13.10543623,2013,9.9166666667,244.28123532,137.84356476,NO,9,4.7963617487,10.941744613,65.904767864,,,,,,,,,,37835,0905NWT-,5,0.09492834,0.351709622,0.040831798,0.181458353,0.036740932,0.04547638,0.018436842,0.230417733
NWT,4,UBB,YES,UNBUR,2003,09/05/2013,NWT4,36,4.34,54.24814011,37.59245154,21.10443769,75.31926289,7.545142226,1.339740175,2.961568009,231.9416571,104.747724,89.04476926,168.7967453,29.37354136,19.04765902,2.966881738,1128.910294,354.1245972,378.9408244,1096.880048,184.4508579,125.5844586,10.70900384,1116.718139,425.9525883,365.2912845,1197.250333,165.098596,107.1228133,12.45998618,2013,10,250.98931612,134.12126536,NO,9,4.8881033488,10.970459557,71.579479545,,,,,,,,,,37836,0905NWT-,5,0.130075311,0.29894313,0.044777346,0.180892622,0.030444106,0.035313182,0.014277122,0.265277181
NWT,5,UBB,YES,UNBUR,2002,09/05/2013,NWT5,37,4.95,18.12015695,8.087845084,3.437612985,30.45598937,2.276254711,2.168277185,2.191559416,184.4175867,72.33653833,44.02556322,380.9843096,31.86034169,31.05529027,3.769741905,857.2079289,226.9707532,87.16015579,1521.643705,102.6063934,95.09258014,16.68922752,999.8495337,311.7106728,120.3227385,1670.90489,110.0806284,84.77173198,21.09987745,2013,11,215.47287697,104.19688002,NO,9,5.9408294259,11.447349104,57.759993,,,,,,,,,,37837,0905NWT-,5,0.091259541,0.33289169,0.051595341,0.225959104,0.031952031,0.046788518,0.012706653,0.206847122
NWT,6,UBB,YES,UNBUR,2008,09/05/2013,NWT6,38,3.93,68.37364103,33.22604087,25.31050163,126.7629582,25.21277893,9.365413332,2.508595938,156.9774977,26.12092435,10.25305275,280.7184336,11.39155475,88.16928323,2.528127692,579.4590344,149.3606566,175.4760114,1456.105573,51.66811613,37.01712286,23.07602429,437.0354331,7.711027563,361.2158979,2411.888249,1295.29935,1058.856807,95.04475211,2013,5,245.14678093,37.5124791,NO,9,3.972522596,10.044873557,71.644327519,,,,,,,,,,37838,0905NWT-,5,0.047462976,0.303824487,0.043128212,0.21596821,0.065599965,0.042410073,0.002014778,0.279591299
NWT,7,UBB,YES,UNBUR,2011,09/05/2013,NWT7,39,4.96,22.41233161,11.79358701,8.056232516,38.46521182,3.875275114,3.545345451,6.563086664,227.0361894,85.81205654,73.18931732,614.3458345,26.80943606,16.38699084,7.803631489,1078.726626,190.5599944,198.4926333,2798.082674,55.36191544,46.07330931,32.9366233,1297.581758,308.693627,286.1578454,3055.379041,69.99437398,65.54796335,48.48009159,2013,2,243.42318024,112.6214926,NO,9,2.8877788578,11.338343302,72.412199193,,,,,,,,,,37839,0905NWT-,5,0.065897732,0.285085104,0.040851475,0.27263747,0.049352923,0.053171152,0.01230944,0.220694703
NWT,8,UBB,YES,UNBUR,2002,09/05/2013,NWT8,40,4.62,34.69063813,16.52668224,9.323193515,32.69611535,4.086003195,1.755923908,1.976584121,106.6772131,45.26503827,41.43743589,217.9808586,11.15769032,6.458455712,3.042415192,373.0815302,88.84077854,100.1481557,868.8318326,2.485765137,30.52663124,10.55679875,328.2716737,106.8456446,96.17384578,1003.768118,12.71600607,97.33102993,13.21731422,2013,11,113.13566881,56.42272859,NO,9,5.5835462137,10.968678921,60.727770028,,,,,,,,,,37840,0905NWT-,5,0.140977208,0.363315904,0.037904981,0.153999149,0.027442396,0.03598609,0.016969803,0.223404468
NWT,9,UBB,YES,UNBUR,2002,09/05/2013,NWT9,41,4.68,29.1671626,13.14168087,11.3141701,41.71640101,3.373437131,0.615684127,2.631711965,180.8115347,67.94864382,81.87060364,375.1406119,29.11587755,21.84506174,3.774701387,941.2379817,291.1196384,358.9943564,2230.022699,188.1714963,164.913148,16.5528677,1138.830911,375.0335437,368.5921776,2524.715593,209.7877298,23.89241957,26.53980316,2013,11,202.65659644,97.06452137,NO,9,3.3717900431,12.049638876,63.461417439,,,,,,,,,,37841,0905NWT-,5,0.067046427,0.263234714,0.063910877,0.259413864,0.064483163,0.053787667,0.00957016,0.218553126
NWT,10,UBB,YES,UNBUR,2008,09/05/2013,NWT10,42,4.32,40.22721354,13.14609612,16.01957623,75.70773438,5.769061893,5.638781399,2.277261488,117.9965358,53.92489571,61.99445903,224.874958,22.30467551,22.78954198,2.753162922,500.5949007,147.8190958,206.142423,975.0021037,116.7884602,87.69647224,10.03062232,517.7911979,189.4779407,195.4654028,1027.218879,117.0024674,72.01275155,10.71693858,2013,5,140.78607778,76.22957122,NO,9,4.0538476377,10.289674823,70.10223245,,,,,,,,,,37842,0905NWT-,5,0.039973112,0.617351925,0.017976729,0.148222047,0.019521255,0.034269051,0.011909364,0.110776518
NWT,11,UBB,YES,UNBUR,2009,09/05/2013,NWT11,43,4.74,22.00727381,12.44253478,12.27243683,38.89930949,2.646636997,4.591859799,3.135353472,167.8757891,57.12718699,68.17372275,355.4780673,44.42839162,30.40778854,4.335237796,1398.83242,394.3276572,275.2307487,2401.219464,182.8135502,120.435986,27.61178961,945.0349145,223.6885849,301.2587946,1774.24347,184.9034801,82.70331328,26.7732891,2013,4,198.28357764,101.55557861,NO,9,3.7549255945,10.942815083,59.120938738,,,,,,,,,,37843,0905NWT-,5,0.062014914,0.353030674,0.029902311,0.269768046,0.06731486,0.035857819,0.005644561,0.176466814
NWT,12,UBB,YES,UNBUR,2009,09/05/2013,NWT12,44,4.92,59.70254417,24.0173482,25.01861633,113.9712765,9.909480325,5.173482095,2.050519544,165.3710741,40.89619675,66.54336842,335.7027319,30.29294909,38.1774153,3.349140451,549.6302887,133.2782841,226.1406093,1204.947244,83.26269031,112.6529478,13.39269098,868.1128092,217.4029724,303.8777499,1725.451531,133.8074403,69.65819278,18.93858911,2013,4,203.5484894,71.18914584,NO,9,3.9173454053,10.794031143,55.844645559,,,,,,,,,,37844,0905NWT-,5,0.066384518,0.498910657,0.037862498,0.183410697,0.028797911,0.040117979,0.015102905,0.129412835
NWT,13,UBB,YES,UNBUR,2009,09/05/2013,NWT13,45,4.6,94.71819816,55.70162537,43.02897501,145.2822137,15.25041291,14.11114024,3.849189824,103.4142308,29.68927053,34.15810414,214.185174,22.24121452,19.24040354,6.14406643,344.9256218,55.21262946,70.38932018,716.4878645,7.360070428,29.86034777,18.51635593,337.3796424,112.4544597,96.40618299,800.228745,39.66783877,41.84765715,21.85825595,2013,4,122.65463434,51.93048505,NO,9,5.0756795563,11.191441917,69.033658754,,,,,,,,,,37845,0905NWT-,5,0.145168002,0.476067818,0.025202155,0.160343108,0.015558968,0.031107173,0.018511476,0.128041299
NWT,14,UBN,NO,UNBUR,0,09/05/2013,NWT14,46,4.48,23.18157862,11.594182,12.1530369,41.71575393,0.62725216,6.227386739,1.587319276,641.4832878,265.9880207,296.5867296,1075.027957,102.1653036,74.84053068,4.728315007,1633.156939,496.0717541,796.666309,4328.657261,211.5025257,110.9759197,16.27939504,2814.691516,997.5858905,1199.978261,5074.088656,302.9457311,117.0290755,21.71363928,2013,0,716.32381848,368.1533243,NO,9,7.1059320525,10.745273846,55.885954912,,,,,,,,,,37846,0905NWT-,5,0.089674243,0.39376183,0.03582464,0.167936284,0.026400242,0.034201267,0.010977094,0.241224399
NWT,15,UBB,YES,UNBUR,2010,09/05/2013,NWT15,47,4.85,45.88268472,33.54680915,20.56125997,54.27298159,10.18232805,10.5467791,7.752856607,129.8250507,49.98267172,36.2167443,220.8577965,6.907158327,4.391643353,11.09867005,574.7004331,193.0188916,166.3991477,1058.887099,76.42219401,28.81872889,43.09284496,719.2639658,273.25499,200.8525721,1182.988264,66.9741955,73.03255519,75.91265511,2013,3,134.21669405,56.889830047,NO,9,5.1173842895,10.18484478,85.640040723,,,,,,,,,,37847,0905NWT-,5,0.040667377,0.57492665,0.024610624,0.136996949,0.012155692,0.031190243,0.015618842,0.163833623
NWT,16,UBB,YES,UNBUR,2008,09/05/2013,NWT16,48,4.99,65.39794603,32.83596138,26.559275,90.08505532,14.25589829,16.3630078,8.250027736,81.75847988,24.98574695,40.75595054,203.1661922,5.238709406,6.358622414,13.91437705,371.0852545,66.93983708,71.74912475,924.9918443,86.98882464,40.01595497,50.54615704,454.1681778,84.4015007,117.9416669,897.9757604,14.28107031,49.78308038,58.70475131,2013,5,88.117102294,30.224456356,NO,9,3.7363824331,10.927672661,55.074900552,,,,,,,,,,37848,0905NWT-,5,0.064133535,0.322682919,0.028390552,0.234340784,0.054237018,0.051515797,0.005981552,0.238717843
NWT,17,UBB,YES,UNBUR,2010,09/05/2013,NWT17,49,4.27,58.13213012,39.97133096,36.21345811,80.22653001,8.94184492,7.718508616,1.935885299,177.6024909,67.00571887,88.2480443,229.1137064,18.05725049,18.7406497,2.769573151,624.3099061,184.371665,306.838377,793.9637599,52.0575671,47.47004221,13.40724622,266.6843554,133.621031,431.1274868,586.6157768,123.4839427,47.24045437,20.91046443,2013,3,196.3431406,85.06296936,NO,9,4.3247515014,11.137552133,53.193579842,,,,,,,,,,37849,0905NWT-,5,0.057197204,0.297820012,0.042579356,0.278929577,0.061391299,0.041242373,0.007247439,0.213592741
NWT,18,UBB,YES,UNBUR,2010,09/05/2013,NWT18,50,5.35,19.62325435,5.333651725,8.58592012,36.76248582,2.687225029,1.282773817,6.903235063,214.5236593,50.36851985,121.3326246,499.8850266,48.92145409,25.67072193,7.1637339,769.5823056,136.2237667,342.6521009,2492.605614,87.43820763,81.00100357,31.53639119,1243.873284,276.62468,600.6325526,3049.185343,178.2877319,91.2051804,42.94824691,2013,3,240.19438123,99.28997394,NO,9,4.0263759292,10.684846369,77.180382625,,,,,,,,,,37850,0905NWT-,5,0.079066039,0.390463724,0.059860081,0.173786827,0.020875088,0.044177147,0,0.231771094
NWT,19,UBB,YES,UNBUR,2004,09/05/2013,NWT19,51,4.88,28.28204705,15.71831634,11.33631997,45.06715112,3.882408626,1.237886426,3.253666342,260.4013307,101.7533477,101.9771897,511.0483556,43.4425194,34.32095988,4.921809475,1060.816951,301.8248546,380.8970239,2171.817696,141.0503731,82.79550525,21.16104721,1519.651899,545.6487696,514.195803,2752.654284,229.1294941,127.3606327,34.03676554,2013,9,294.72229058,145.1958671,NO,9,6.3971477723,13.197234407,46.627337528,,,,,,,,,,37851,0905NWT-,5,0.098962582,0.463456691,0.03184734,0.236289093,0.017544163,0.039367813,0.006815158,0.10571716
NWT,20,UBB,YES,UNBUR,2004,09/05/2013,NWT20,52,4.41,31.66462127,15.11673011,12.85732803,41.49702517,0.195708543,0.756595137,8.793894763,193.1921773,78.50389252,117.0768458,427.7706973,36.83921396,63.14341621,9.718327349,863.8196886,219.9226729,409.7777499,2354.914616,138.2948267,115.9166248,30.57132121,931.6662613,245.0952311,418.1077467,2517.664448,101.4378547,53.45440926,42.89813092,2013,9,256.33559351,115.34310648,NO,9,5.7449135159,11.798179117,55.153852574,,,,,,,,,,37852,0905NWT-,5,0.084404869,0.378620834,0.028565431,0.203082941,0.03125191,0.036050902,0.010894722,0.22712839
NWT,21,UBB,YES,UNBUR,2004,09/05/2013,NWT21,53,4.49,16.47762152,5.458835594,8.827362018,35.96079929,0.880339654,2.299691758,0.449096921,114.3088155,42.69011761,65.21772033,351.7658917,28.78464296,21.26321209,2.115354911,243.3161721,78.1758088,134.5978347,1186.890259,14.64339925,29.95877092,2.663984532,462.5803607,133.9505233,287.9115414,1360.560416,87.36274244,77.8231232,6.734462937,2013,9,135.57202759,71.47476057,NO,9,5.3782329103,11.713035075,44.995037606,,,,,,,,,,37853,0905NWT-,5,0.065259068,0.379308957,0.032437456,0.241543066,0.015991892,0.024838471,0.006951406,0.233669684
NWT,22,UBN,NO,UNBUR,0,09/05/2013,NWT22,54,4.37,27.34447673,24.90253997,16.01695855,34.49555856,2.204886916,1.855429997,1.426681186,252.121764,167.4890168,133.0919645,316.9162113,41.35582601,19.75767691,1.423513734,1347.048782,555.1166487,495.6017489,1276.398837,146.5756594,76.88563161,5.498002742,1379.57215,618.2158721,504.8041579,1417.757783,140.0032763,64.47788776,4.92344532,2013,0,271.87944091,208.84484281,NO,9,7.9752993454,11.042187626,68.831562108,,,,,,,,,,37854,0905NWT-,5,0.046911025,0.445975279,0.049374107,0.163958026,0.053520483,0.036537589,0.010534642,0.193188848
NWT,23,UBB,YES,UNBUR,2011,09/05/2013,NWT23,55,4.59,35.98951389,15.79235051,14.02330356,49.50868822,3.46777247,1.600807788,5.333957623,85.79142229,35.96285435,37.86424731,260.4781281,19.66520039,16.43585044,6.94216177,391.532869,125.1392962,98.45943304,876.9313294,105.9944365,61.05164018,21.02926734,791.7799985,145.1793744,127.1915934,944.8963202,233.3306806,99.79481849,24.68454241,2013,2,102.22727273,55.62805474,NO,9,4.3273741993,11.960539625,47.751088258,,,,,,,,,,37855,0905NWT-,5,0.093349694,0.297692375,0.037113432,0.262766642,0.071779031,0.034314122,0.013128278,0.189856426
NWT,24,UBB,YES,UNBUR,2011,09/05/2013,NWT24,56,4.73,34.82989338,25.56732147,12.76080899,46.01545577,9.629656966,7.344218026,5.078333459,273.1989232,124.4879814,83.95719073,517.8543056,62.6623486,26.8964259,6.870098862,943.0926867,390.4819857,290.1438418,1490.298598,274.9009976,112.7682034,16.85776614,1900.487511,644.6021172,389.8972703,3043.837108,233.9699264,3.519681424,41.12121436,2013,2,300.0953491,187.15033,NO,9,5.1806965473,11.408895684,43.095566758,,,,,,,,,,37856,0905NWT-,5,0.065403317,0.330960434,0.030677676,0.228090881,0.01304732,0.049873052,0.010510341,0.271436978
NoP,1,,,,,09/22/2012,NoPlotN1,139,5.35,192.3353839,105.137909,71.57251357,278.0627021,28.00241554,17.11943751,4.065145532,89.4817071,26.59443942,18.83955478,161.3557552,1.171681027,6.297400319,3.483365942,432.6839802,77.33544905,79.60749598,870.2291124,24.32349668,3.864296663,21.9820657,594.7545002,160.4075334,135.2271085,1096.511233,30.25707718,22.28841799,30.41870704,2013,,95.779107419,27.766120447,,9,,,,,,,,,,,,,,,,,,,,,,,
NoP,1,,,,,09/22/2012,NoPlotN2,140,4.66,30.29369115,13.54054708,6.338183565,40.49772855,3.526698381,2.327682641,1.257953895,171.6723404,57.90341256,38.95664624,291.6243621,22.21812774,18.59660131,1.807601071,724.409389,247.7811789,259.5732223,1172.860357,168.1075975,126.684023,8.04798502,923.5763587,232.5636366,218.2613419,1371.185213,173.2355992,65.43867397,9.559708906,2013,,190.26894171,80.1215403,,9,,,,,,,,,,,,,,,,,,,,,,,
SPR,37,LLB,YES,LIGHT,2009,08/23/2013,SPR037,75,7.32,17.22106164,1.731284927,4.674876647,13.10872995,2.020399306,1.861968206,18.86485841,40.06162824,6.06961001,15.848081,20.3706098,6.541759816,5.605743534,34.49172234,108.4921044,22.77708649,39.35039904,82.13295441,23.86634438,20.39562913,118.992623,134.4034277,22.5031436,49.71245533,100.2986546,23.83761236,29.81102182,141.9265679,2013,4,45.667371774,12.611369826,YES,8,5.4954879681,14.6027925,66.117691359,524.3692375,-43.56355722,21.25,27,15.7,320,18,11.625,30,,,,,,,,,,,
SPR,38,LLB,YES,LIGHT,2009,08/23/2013,SPR038,76,5.21,20.78524022,8.506999518,13.57659183,39.13051479,2.26131842,2.267437032,2.771260678,172.6884743,61.65091737,111.7392054,352.8955718,30.26055318,50.47294465,4.00298285,802.3653263,223.7518968,378.6592978,1219.63995,127.8345289,25.29138198,15.55572666,1068.562835,286.8574314,491.8376034,1518.365869,131.4093264,30.4289845,19.89386788,2013,4,223.16141895,91.91147055,YES,8,2.6322317719,13.987889765,72.096059799,1237.807133,-16.40651291,41.25,58.04416404,13.8,328,18.95,12.95,78.75,,,,,,,,,,,
SPR,39,LBN,NO,LIGHT,0,08/23/2013,SPR039,77,5.48,31.22769068,8.312636263,19.33106038,54.71460028,4.248379731,2.400062063,3.313080334,60.26818083,18.07574772,45.50851657,94.57561473,21.54602593,10.0589658,11.54048622,175.5762649,28.28239305,137.0513359,305.7332131,32.47140444,45.73135161,59.67723362,248.2438635,51.76178674,153.184018,291.0770004,66.75212664,76.52480652,73.48783234,2013,0,70.32714663,39.62177365,YES,8,3.4182148378,14.851062298,71.656667075,750.7894013,-16.83625506,13.75,5.702647658,13.5,330,22.33333333,11.23333333,28.33333333,,,,,,,,,,,
SPR,40,LBN,NO,LIGHT,0,08/23/2013,SPR040,78,5.08,49.26538635,22.25689908,22.79499921,59.35131442,8.224903393,4.865226943,0.97820685,133.5002886,34.84913245,66.71137363,166.0697065,32.96332779,2.481413764,1.958910904,543.7847999,121.4431318,217.1084306,537.7737975,144.034534,18.54674776,7.92967241,770.6812735,179.7150007,250.5297458,626.0682821,102.4837135,232.6580721,10.79749877,2013,0,135.98170236,67.81246024,YES,8,2.6252379416,15.815403589,72.106313534,293.9170569,-14.56010566,15.454545455,3.024193548,13.3,325,22.9,11.36666667,0.1,,,,,,,,,,,
SPR,41,LLB,YES,LIGHT,2009,08/23/2013,SPR041,79,5.87,10.22655385,4.600905339,6.035968911,18.14930066,2.242436302,2.828097708,3.761919086,72.07918101,5.785675741,37.47356252,126.3635169,42.99560459,48.76778191,3.233244516,256.3207987,58.16353599,114.8439476,457.7048382,117.457939,104.4420944,16.38279437,464.2160495,88.8857346,238.8660956,593.4104102,93.08561923,52.58531689,21.49838938,2013,4,120.84696292,48.781280331,YES,8,3.1357446712,15.510916475,66.10703977,840.2421892,-24.01897573,22.5,12.58426966,15.6,320,30.93333333,13.3,2.833333333,,,,,,,,,,,
SPR,42,LBN,NO,LIGHT,0,08/23/2013,SPR042,80,5.06,37.73734226,17.63460985,25.37432386,46.37363165,6.378808048,2.700688551,1.975065945,261.3154697,70.35556623,206.022971,350.6483783,14.3291668,57.2371162,2.869628187,1188.146376,269.858442,685.9422174,1308.048964,67.22224543,353.5898841,11.63113586,1914.259072,407.3037557,757.0623744,1447.811251,105.9367829,36.4981417,14.10097161,2013,0,318.5525859,84.68473303,YES,8,3.7205371261,15.570766688,65.734505972,888.9764163,-7.371653249,4.5,8.207343413,19.2,320,28.26666667,15.43333333,0.1,,,,,,,,,,,
SPR,43,LLB,YES,LIGHT,2009,08/23/2013,SPR043,81,6.92,72.57360602,11.64244549,38.1539851,89.94199065,11.10097269,9.386308831,24.67329149,70.60492328,13.20943,46.16699841,87.31491492,15.03106431,13.4699073,31.66553095,220.8440285,29.74940542,125.0891204,229.8751309,39.0139646,33.62473941,122.3112877,291.6121015,54.35493663,163.6481422,296.7528666,63.63583885,62.26264885,146.0014625,2013,4,84.07483058,28.24049431,YES,8,3.3037867943,14.663234235,72.343522389,775.9309786,-22.25795588,62.5,21.34292566,15.2,320,25,11.63333333,170,,,,,,,,,,,
SPR,44,LBN,NO,LIGHT,0,08/23/2013,SPR044,82,4.66,20.2951436,7.246041292,7.996096798,36.81034093,2.177343214,0.731679302,1.103515431,122.5844726,41.68764819,55.92169354,201.9155521,21.0008356,6.159071583,1.58342115,695.7752793,210.4305478,295.5453246,803.0461418,156.7246379,107.0875377,5.280905084,854.645494,243.7410386,348.735796,956.794865,66.76798428,426.6076371,4.304228432,2013,0,128.74354418,62.68848379,YES,8,2.3958211938,15.738857508,50.474112193,810.8192141,-24.44751236,8.75,3.711340206,14.7,315,19.625,11.55,77.5,,,,,,,,,,,
SPR,45,LLB,YES,LIGHT,2008,08/23/2013,SPR045,83,4.53,29.10879159,9.010462182,11.5801724,49.65315878,3.7844971,3.59809325,0.502166521,110.5329381,27.54657788,42.55953341,145.4363301,17.54947154,15.81986837,1.483275012,320.4135765,57.95926832,96.60347039,363.4115113,44.27978743,61.88522533,4.089448937,425.7299006,99.63943941,134.9085627,490.9859872,69.07882999,64.28521289,6.974877834,2013,5,126.35280647,45.09604942,YES,8,3.1798520286,14.742820975,68.400912921,445.0243183,20.21604689,21.25,14.9321267,13.1,315,35.95,17.75,165,,,,,,,,,,,
SPR,46,LBN,NO,LIGHT,0,08/23/2013,SPR046,84,6.82,36.17990333,3.923695039,25.74446873,17.18953613,3.616713707,3.452604189,8.629802797,36.72618676,3.639523365,30.6139136,20.49741297,7.499231417,6.074506968,15.9913555,125.7656095,10.44264858,86.27947745,59.81956859,16.28640061,12.98857469,42.07924617,170.7216103,15.37116573,111.7424998,74.03700115,25.765162,21.45822342,60.03584418,2013,0,42.800693728,11.138754782,YES,8,4.6600866913,15.41217518,70.501125972,357.7514818,3.104357229,3,15.78947368,18,325,28.2,13.9,11.5,,,,,,,,,,,
SPR,47,LLB,YES,LIGHT,2009,08/23/2013,SPR047,85,5.48,8.863657799,0.885666757,4.547131912,40.1231927,0.305103703,2.534750772,3.525541944,51.14104212,5.054854952,30.40269309,227.6282722,6.442050074,38.19731917,,204.6439361,64.65684679,88.21097548,873.1807733,94.92142793,56.50869033,14.60059161,384.2100702,158.1666424,171.8709569,1096.458681,191.8352286,40.95424837,19.78781095,2013,4,89.33836129,11.496905026,YES,8,3.8651632865,14.271729228,72.797509512,591.1870974,-6.780150901,27.5,32.62599469,17.1,330,25.5,13.05,10,,,,,,,,,,,
SPR,48,LBN,NO,LIGHT,0,08/23/2013,SPR048,86,6.97,11.53702683,1.680429466,6.078105214,5.687345945,1.326062722,1.708040884,3.135659924,16.64159769,2.680012875,9.003904501,10.82372825,3.815256941,2.985655508,5.977839907,53.40356714,5.133158867,21.45593092,41.4547365,9.419432938,24.05189207,15.15950817,82.89753471,14.59773448,31.83057429,46.76785701,15.44193397,13.88504839,21.13505922,2013,0,19.627253198,6.495269816,YES,8,3.7724347511,15.32841325,68.853837332,16.0590323,-30.24372745,4.5,3.25203252,10.4,320,27.5,15.8,5,,,,,,,,,,,
SPR,49,LLB,YES,LIGHT,2010,08/23/2013,SPR049,87,4.81,79.35732533,37.01971687,40.37280023,105.8762699,10.7275985,8.005683769,1.191456045,51.23785913,13.31551477,28.49138742,78.73473729,3.398607895,0.982951092,2.335104102,189.8223035,78.13523345,104.3612202,284.668618,29.45223605,38.21976956,7.705867298,429.1948268,120.6184831,213.553898,378.5656891,34.63029465,1.092209625,10.12578681,2013,3,52.220810222,16.714122665,YES,8,4.1083267531,14.195119858,73.474152248,235.8139294,-6.726584503,45,14.54545455,1.5,320,22.3,9.166666667,0.1,,,,,,,,,,,
SPR,50,LLB,YES,LIGHT,2010,08/23/2013,SPR050,88,6.27,92.63351844,26.07140409,90.68387495,77.11778418,12.65957082,6.268596599,,119.0866291,34.19059307,119.8317434,85.08659571,19.81190174,10.74970132,37.78410079,461.5878019,65.26031508,550.5140855,258.9528907,68.9896023,38.23708612,235.1575025,874.302327,153.7274339,896.3627894,424.9522438,135.1973097,67.12289194,296.6392019,2013,3,129.83633042,54.00249481,YES,8,4.594374756,14.20136881,72.441556932,692.7790167,-60.84712844,36.25,17.86542923,3,320,20,9,28.75,,,,,,,,,,,
SPR,51,LLB,YES,LIGHT,2008,08/23/2013,SPR051,89,6.46,32.61322405,8.383144088,28.79780439,27.45382723,7.108129951,4.271023024,6.862062595,44.92613225,11.44966621,41.26639105,33.93165972,12.24769311,13.28970276,16.54126794,208.7745917,61.92747605,152.65856,133.0179489,67.7821245,42.77077874,73.53539582,236.2265288,38.52395364,153.9702023,128.0132916,55.76934074,40.5799365,77.10949875,2013,5,58.21583501,23.69735932,YES,8,3.5797205369,14.59150934,66.273422558,939.052602,-10.27730132,68.75,24.6882793,3.7,320,21.5,9.966666667,53.33333333,,,,,,,,,,,
SPR,52,LLB,YES,LIGHT,2009,08/23/2013,SPR052,90,4.93,17.89137499,7.035018,8.418786505,23.94330651,3.529784366,2.944795642,0.934353639,158.1311607,55.93391084,80.06806679,212.6338109,24.30325004,25.98613889,1.784868002,545.3526112,153.4528908,262.2669537,643.3265348,99.23407719,117.8223494,6.491107987,839.1860322,214.1826298,318.270922,870.3113332,116.5976697,93.38346015,7.966781788,2013,4,184.11729959,80.23716088,YES,8,8.7760444878,15.501212835,60.884427705,139.321638,-3.791337271,16.25,8.158995816,15.2,320,25.15,12.85,5.05,,,,,,,,,,,
